#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/,1M pop,,Population,Continent,1 Caseevery X ppl1 Deathevery X ppl1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop,
173,Micronesia,"22,203",,55 ,,N/A,N/A,N/A,1,"188,979",468,"21,923","186,596","117,489 ",Australia/Oceania,"52,1365",,,"187,030",
174,San Marino,"21,662",,119 ,,"21,434",,109,4,"635,529","3,491","157,634","4,624,732","34,085 ",Europe,22860,,,"3,198",
175,Burkina Faso,"21,631",,387 ,,"21,143",,101,,979,18,"248,995","11,265","22,102,838 ",Africa,"1,02257,11389",,,5,
176,Solomon Islands,"21,544",,153 ,,"16,357",,"5,034",1,"29,874",212,"5,117","7,096","721,159 ",Australia/Oceania,"334,713141",,,"6,980",
177,Liechtenstein,"20,656",,87 ,,"20,485",,84,1,"538,099","2,266","102,174","2,661,682","38,387 ",Europe,24410,,,"2,188",
178,Gibraltar,"20,121",,108 ,,"16,579",,"3,434",,"596,991","3,204","534,283","15,852,213","33,704 ",Europe,23120,,,"101,887",
179,Grenada,"19,604",,237 ,,"19,348",,19,4,"172,761","2,089","182,667","1,609,755","113,475 ",North America,64791,,,167,
180,Nicaragua,"18,491",,225 ,,"4,225",,"14,041",,"2,728",33,,,"6,779,100 ",North America,"36730,129",,,"2,071",
181,Bermuda,"18,428",,149 ,,"18,244",,35,,"297,519","2,406","1,017,514","16,427,679","61,939 ",North America,34160,,,565,
182,South Sudan,"18,318",,138 ,,"18,115",,65,1,"1,577",12,"410,280","35,313","11,618,511 ",Africa,"63484,19228",,,6,
183,Tajikistan,"17,786",,125 ,,"17,264",,397,,"1,786",13,,,"9,957,464 ",Asia,"56079,660",,,40,
184,Equatorial Guinea,"17,174",,183 ,,"16,843",,148,5,"11,475",122,"365,697","244,342","1,496,662 ",Africa,"878,1784",,,99,
185,Tonga,"16,182",,12 ,,"15,638",,532,,"150,182",111,"535,009","4,965,327","107,749 ",Australia/Oceania,"78,9790",,,"4,937",
186,Samoa,"15,946",,29 ,,"1,605",,"14,312",4,"78,847",143,"187,397","926,612","202,239 ",Australia/Oceania,"136,9741",,,"70,768",
187,Dominica,"15,760",,74 ,,"15,673",,13,,"217,848","1,023","229,344","3,170,187","72,344 ",North America,59780,,,180,
188,Djibouti,"15,690",,189 ,,"15,427",,74,,"15,441",186,"305,941","301,094","1,016,097 ",Africa,"655,3763",,,73,
189,Marshall Islands,"15,389",,17 ,,"15,358",,14,22,"256,240",283,,,"60,057 ",Australia/Oceania,"43,533",,,233,
190,CAR,"15,260",,113 ,,"14,615",,532,2,"3,042",23,"81,294","16,205","5,016,678 ",Africa,"32944,39562",,,106,
191,Monaco,"15,005",,63 ,,"14,902",,40,4,"377,171","1,584","78,646","1,976,875","39,783 ",Europe,36311,,,"1,005",
192,Gambia,"12,580",,372 ,,"12,174",,34,,"4,917",145,"155,686","60,851","2,558,482 ",Africa,"2036,87816",,,13,
193,Saint Martin,"12,026",,63 ,,"1,399",,"10,564",7,"302,693","1,586","112,382","2,828,643","39,730 ",North America,36310,,,"265,895",
194,Greenland,"11,971",,21 ,,"2,761",,"9,189",4,"210,117",369,"164,926","2,894,810","56,973 ",North America,"52,7130",,,"161,287",
195,Vanuatu,"11,952",,14 ,,"11,937",,1,,"37,137",44,"24,976","77,606","321,832 ",Australia/Oceania,"2722,98813",,,3,
196,Yemen,"11,945",,"2,159 ",,"9,124",,662,23,383,69,"329,592","10,579","31,154,867 ",Asia,"2,60814,43095",,,21,
197,Caribbean Netherlands,"11,340",,36 ,,"10,476",,828,,"425,564","1,351","30,126","1,130,559","26,647 ",North America,27401,,,"31,073",
198,Sint Maarten,"10,931",,89 ,,"10,833",,9,,"248,624","2,024","62,056","1,411,454","43,966 ",North America,44941,,,205,
199,Eritrea,"10,189",,103 ,,"10,085",,1,,"2,782",28,"23,693","6,470","3,662,244 ",Africa,"35935,556155",,,0.3,
200,Niger,"9,931",,312 ,,"8,890",,729,1,381,12,"254,538","9,759","26,083,660 ",Africa,"2,62683,601102",,,28,
201,Antigua and Barbuda,"9,106",,146 ,,"8,954",,6,1,"91,509","1,467","18,901","189,943","99,509 ",North America,116825,,,60,
202,Guinea-Bissau,"8,848",,176 ,,"8,642",,30,6,"4,288",85,"145,231","70,385","2,063,367 ",Africa,"23311,72414",,,15,
203,Comoros,"8,762",,161 ,,"8,421",,180,,"9,656",177,,,"907,419 ",Africa,"1045,636",,,198,
204,Liberia,"7,996",,294 ,,"7,694",,8,2,"1,507",55,"139,824","26,356","5,305,117 ",Africa,"66318,04538",,,2,
205,Sierra Leone,"7,754",,126 ,,N/A,N/A,N/A,,933,15,"259,958","31,296","8,306,436 ",Africa,"1,07165,92432",,,330,
206,Chad,"7,627",,194 ,,"4,874",,"2,559",,438,11,"191,341","10,988","17,413,580 ",Africa,"2,28389,76191",,,147,
207,British Virgin Islands,"7,305",,64 ,,N/A,N/A,N/A,,"238,757","2,092","107,339","3,508,269","30,596 ",North America,44780,,,392,
208,St. Vincent Grenadines,"7,112",,115 ,,"6,641",,356,,"63,756","1,031","100,856","904,125","111,551 ",North America,169701,,,"3,191",
209,Saint Kitts and Nevis,"6,548",,46 ,,"6,482",,20,,"121,550",854,"124,861","2,317,778","53,871 ",North America,"81,1710",,,371,
210,Turks and Caicos,"6,431",,36 ,,"6,364",,31,4,"161,823",906,"550,203","13,844,720","39,741 ",North America,"61,1040",,,780,
211,Cook Islands,"6,389",,1 ,,"6,384",,4,,"363,610",57,"19,690","1,120,596","17,571 ",Australia/Oceania,"317,5711",,,228,
212,Sao Tome and Principe,"6,270",,77 ,,"6,189",,4,,"27,539",338,"29,036","127,530","227,679 ",Africa,"362,9578",,,18,
213,Palau,"5,513",,7 ,,"5,499",,7,1,"302,364",384,"65,638","3,599,956","18,233 ",Australia/Oceania,"32,6050",,,384,
214,St. Barth,"5,323",,6 ,,N/A,N/A,N/A,,"535,244",603,"78,646","7,908,095","9,945 ",North America,"21,6580",,,"488,185",
215,Nauru,"4,611",,1 ,,"4,605",,5,,"422,911",92,"20,509","1,881,042","10,903 ",Australia/Oceania,"210,9031",,,459,
216,Anguilla,"3,866",,12 ,,"3,849",,5,4,"253,841",788,"51,382","3,373,736","15,230 ",North America,"41,2690",,,328,
217,Kiribati,"3,430",,13 ,,"2,703",,714,3,"27,792",105,,,"123,419 ",Australia/Oceania,"369,494",,,"5,785",
218,Saint Pierre Miquelon,"3,231",,1 ,,"2,449",,781,1,"561,035",174,"25,120","4,361,868","5,759 ",North America,"25,7590",,,"135,614",
219,Falkland Islands,"1,930",, ,,"1,930",,0,,"545,352",,"8,632","2,439,107","3,539 ",South America,20,,,,
220,Saint Helena,"1,800",, ,,2,,"1,798",,"294,358",,,,"6,115 ",Africa,3,,,"294,031",
221,Montserrat,"1,403",,8 ,,"1,376",,19,,"282,578","1,611","17,762","3,577,442","4,965 ",North America,46210,,,"3,827",
222,Macao,795,,6 ,,787,,2,,"1,191",9,"7,850","11,760","667,490 ",Asia,"840111,24885",,,3,
223,Wallis and Futuna,761,,7 ,,438,,316,,"69,295",637,"20,508","1,867,419","10,982 ",Australia/Oceania,"141,5691",,,"28,774",
224,Diamond Princess,712,,13 ,,699,,0,,,,,, ,,,,,,
225,Niue,85,, ,,85,,0,,"52,404",,,,"1,622 ",Australia/Oceania,19,,,,
226,Vatican City,29,, ,,29,,0,,"36,295",,,,799 ,Europe,28,,,,
227,Tuvalu,23,, ,,,,23,,"1,906",,,,"12,066 ",Australia/Oceania,525,,,"1,906",
228,Western Sahara,10,,1 ,,9,,0,,16,2,,,"626,161 ",Africa,"62,616626,161",,,,
229,MS Zaandam,9,,2 ,,7,,0,,,,,, ,,,,,,
230,China,"263,554",+588,"5,226 ",,"252,004",+267,"6,324",29,182,4,"160,000,000","110,461","1,448,471,400 ",Asia,"5,496277,1669",0.4,,4,
